Year,Longitude,Latitude,PedalCycles
2000,-0.23795286204022212,51.587518897173794,0.0
2000,-0.26531514554198404,51.63468610934355,0.0
2000,-0.43272164607186187,51.494065220619845,0.0
2000,-0.009865997284540764,51.51822657812038,14.29
2000,-0.11753942506377571,51.55660360825635,21.23
2000,-0.2042569764367679,51.589076397748315,3.52
2000,-0.2562641827153923,51.64084658036335,22.05
2000,-0.0897159459284816,51.497612412674364,75.31999999999998
2000,-0.028723872546879303,51.47538027636883,36.74
2000,0.02307834825216696,51.47449785112853,7.98
2000,0.1570979095685164,51.44602900336531,0.0
2000,-0.0953850056872338,51.49986284165118,105.96
2000,-0.10893854346472448,51.48569406694316,337.82
2000,-0.15313735518532004,51.461219399965685,88.18
2000,-0.20226427607191694,51.45658748954825,24.83
2000,-0.112685632242474,51.513541439566964,145.27
2000,-0.14411345487903834,51.506219465925945,382.73
2000,-0.1863575552243829,51.49474049659421,257.17
2000,-0.28726756325132746,51.492930461630756,49.65
2000,-0.40304959826261627,51.4774788730613,25.31
2000,-0.28272132781621295,51.613810328095944,45.59
2000,-0.22889385642431953,51.56804905655974,70.76000000000002
2000,-0.1639058980669619,51.51570332854094,210.11
2000,-0.0863943293883588,51.6112236224877,9.8
2000,-0.07754458506199612,51.52322222858541,26.51
2000,0.01999557113364545,51.60017854758609,37.74
2000,0.01434694649125483,51.570420221757786,7.689999999999999
2000,-0.026500629168615127,51.52687080409732,347.0
2000,-0.009879548903555377,51.51130246028252,21.86
2000,-0.020479005371936067,51.46624865614109,412.96
2000,0.041738650773665294,51.44090100474938,27.15
2000,-0.014845269036418977,51.430182419487224,68.95
2000,-0.1125593933592904,51.46776722692515,578.73
2000,-0.13100907112869517,51.42849531675491,15.65
2000,-0.11871084783857494,51.367148261886136,4.5600000000000005
2000,-0.11335670526841135,51.51822835408972,200.72
2000,-0.1495532776996983,51.51421882147533,198.68
2000,-0.22466165579565187,51.509984274446865,224.78
2000,-0.35765940162882814,51.538404111089314,17.21
2000,-0.21210209535863161,51.573099897159494,52.87
2000,-0.1565371626180879,51.51972428698205,37.54
2000,-0.08257761763719552,51.49605709852948,27.49
2000,-0.11565583800362302,51.58471975995865,35.72
2000,-0.05578988899070919,51.556765633539875,22.32
2000,-0.09068327186236379,51.54340026839283,256.78
2000,-0.10622706536256456,51.620537678558115,25.58
2000,-0.09670779902871596,51.57182452820275,41.91
2000,-0.001246876436217926,51.56034540203278,33.18
2000,-0.08215085281785428,51.574824805940295,15.88
2000,-0.05496907139447398,51.52527803753018,114.72
2000,-0.12068419910377874,51.60278522839662,99.63
2000,-0.0710397111010834,51.59865262080564,6.69
2000,-0.05012187326020184,51.648754673669124,59.88
2000,-0.019117103310851605,51.58402915887905,89.62999999999998
2000,0.005693818542319132,51.53774537391449,41.91
2000,0.024837622955988826,51.56619296841616,30.62
2000,0.047260444608061405,51.55141558144293,15.79
2000,0.046635518517695825,51.550347363732136,100.52
2000,0.06495637002261093,51.57268788573725,41.73
2000,0.14807897279649052,51.5604041705024,15.51
2000,-0.04915844243994651,51.50270000644262,7.48
2000,-0.014060879223790998,51.481427717506314,100.02
2000,-0.11718127724564874,51.530339785172146,26.06
2000,-0.10420678569235217,51.51295506747622,182.35
2000,-0.0576070844913709,51.47343431995016,162.07
2000,0.0669354371937131,51.48902061375821,10.8
2000,0.03211251906660378,51.45096037873344,4.63
2000,-0.05900286897441875,51.4405442306367,38.28
2000,-0.2093690715898771,51.45894434764401,229.27
2000,-0.2875033035059588,51.48663923968271,36.2
2000,0.08710228706422014,51.489023087427384,66.04
2000,-0.009965548343703196,51.47955973935626,16.22
2000,0.17464282702195066,51.45182001600977,5.58
2000,0.10033916947576013,51.46360673969254,27.15
2000,0.07791991817150419,51.410588608750956,27.72
2000,0.08443110479931899,51.4304372117525,22.23
2000,-0.0549894372639129,51.426628919067916,7.03
2000,-0.08420342029336317,51.3953658252763,68.86
2000,-0.10291204425940642,51.422648301241864,8.57
2000,-0.06163088400073995,51.37844788064068,22.45
2000,-0.1801770215703171,51.43286606604729,554.39
2000,-0.21078236216270774,51.470656168509564,76.54999999999998
2000,0.16153023463345528,51.47222475339633,31.62
2000,0.11923888343205345,51.445820356514794,17.96
2000,0.10099382571153637,51.42456584921406,4.97
2000,-0.09026098027513645,51.38107633273398,40.82
2000,0.13608658694172313,51.42752862316607,29.19
2000,0.1091696160713342,51.374058386566475,5.99
2000,0.045648920638650545,51.36736101207639,14.74
2000,-0.22051263899180157,51.357408123683605,41.96
2000,-0.11086231345301154,51.386805960796934,111.15
2000,-0.09789138718169384,51.35959087864095,200.83
2000,-0.10674839026821165,51.375049010751994,20.75
2000,-0.15001146343783286,51.360452575444924,71.71
2000,-0.3011018440574311,51.39856733802524,148.06
2000,-0.09508521969312034,51.50705203062514,41.28
2000,-0.10409851583617456,51.49820552014693,41.46
2000,-0.2976535066486468,51.46160833449747,251.77
2000,-0.3234437781160841,51.44921076330719,63.5
2000,-0.30577055664802094,51.460107276311646,17.55
2000,-0.2016425579766738,51.47240476421198,324.55
2000,-0.3621610087281122,51.412889274539204,6.76
2000,-0.32840295166772204,51.471043131334476,28.3
2000,-0.32971553926177655,51.435092292045354,155.9
2000,-0.35620930518343136,51.42647441013538,82.67
2000,-0.36024132052304175,51.55242313431136,32.21
2000,-0.3770253726795179,51.43575684666858,6.85
2000,-0.171661902165932,51.50197607090359,358.19
2000,-0.24403100445905307,51.49346005611548,189.97
2000,-0.2859424247778192,51.48985369305177,15.88
2000,-0.34559737860001044,51.473355230072336,86.56999999999998
2000,-0.39017457826112445,51.43413968759312,13.15
2000,-0.2737018072195504,51.470700167760526,9.25
2000,-0.1420917730394274,51.538200729804615,36.29
2000,-0.13877507476472448,51.53113402127956,158.4
2000,-0.22057554666023732,51.50389742855383,68.49
2000,-0.42740334492282483,51.60666567706059,28.01
2000,-0.3374706709184984,51.57800029931676,7.14
